[Czas: 15:55:19.777]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:55:21.054]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897606] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 15:55:21.627]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897629] treść nr: 8
[Czas: 15:55:21.627]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897629] treść nr: 27
[Czas: 15:55:21.627]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897629] treść nr: 1
[Czas: 15:55:21.627]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897629] treść nr: 12
[Czas: 15:55:21.627]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897629] treść nr: 31
[Czas: 15:55:21.628]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897629] |	 Wynik cząstkowy: 42
[Czas: 15:55:21.628]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897629] |	 Wynik cząstkowy: 21
[Czas: 15:55:21.628]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897629] |	 Wynik cząstkowy: 18
[Czas: 15:55:21.628]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897629] |	 Wynik cząstkowy: 47
[Czas: 15:55:21.628]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897629] |	 Wynik cząstkowy: 2
[Czas: 15:55:21.628]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897629] |	 OBLAŁ A (Koniec) |	 Wynik: 26.00 pkt
[Czas: 15:55:21.628]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897630] treść nr: 31
[Czas: 15:55:21.629]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897630] treść nr: 11
[Czas: 15:55:21.629]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897630] treść nr: 50
[Czas: 15:55:21.629]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897630] treść nr: 25
[Czas: 15:55:21.629]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897630] treść nr: 39
[Czas: 15:55:21.630]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897630] |	 Wynik cząstkowy: 16
[Czas: 15:55:21.630]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897630] |	 Wynik cząstkowy: 14
[Czas: 15:55:21.630]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897630] |	 Wynik cząstkowy: 46
[Czas: 15:55:21.630]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897630] |	 Wynik cząstkowy: 26
[Czas: 15:55:21.630]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897630] |	 Wynik cząstkowy: 72
[Czas: 15:55:21.631]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897630] |	 ZDAŁ A (-> B) |	 Wynik: 34.80 pkt
[Czas: 15:55:21.631]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897631] treść nr: 2
[Czas: 15:55:21.631]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897631] treść nr: 12
[Czas: 15:55:21.631]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897631] treść nr: 30
[Czas: 15:55:21.632]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897631] treść nr: 21
[Czas: 15:55:21.632]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897631] treść nr: 23
[Czas: 15:55:21.632]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897631] |	 Wynik cząstkowy: 62
[Czas: 15:55:21.632]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897631] |	 Wynik cząstkowy: 4
[Czas: 15:55:21.632]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897631] |	 Wynik cząstkowy: 98
[Czas: 15:55:21.632]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897631] |	 Wynik cząstkowy: 7
[Czas: 15:55:21.632]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897631] |	 Wynik cząstkowy: 64
[Czas: 15:55:21.633]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897631] |	 ZDAŁ A (-> B) |	 Wynik: 47.00 pkt
[Czas: 15:55:21.634]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897632] treść nr: 47
[Czas: 15:55:21.634]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897632] treść nr: 9
[Czas: 15:55:21.634]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897632] treść nr: 15
[Czas: 15:55:21.634]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897632] treść nr: 50
[Czas: 15:55:21.635]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897632] treść nr: 23
[Czas: 15:55:21.635]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897632] |	 Wynik cząstkowy: 100
[Czas: 15:55:21.635]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897632] |	 Wynik cząstkowy: 63
[Czas: 15:55:21.635]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897632] |	 Wynik cząstkowy: 93
[Czas: 15:55:21.635]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897632] |	 Wynik cząstkowy: 60
[Czas: 15:55:21.635]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897632] |	 Wynik cząstkowy: 80
[Czas: 15:55:21.635]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897632] |	 ZDAŁ A (-> B) |	 Wynik: 79.20 pkt
[Czas: 15:55:21.636]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897633] treść nr: 34
[Czas: 15:55:21.636]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897633] treść nr: 43
[Czas: 15:55:21.636]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897633] treść nr: 38
[Czas: 15:55:21.636]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897633] treść nr: 35
[Czas: 15:55:21.637]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897633] treść nr: 17
[Czas: 15:55:21.637]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897633] |	 Wynik cząstkowy: 14
[Czas: 15:55:21.637]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897633] |	 Wynik cząstkowy: 69
[Czas: 15:55:21.637]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897633] |	 Wynik cząstkowy: 23
[Czas: 15:55:21.637]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897633] |	 Wynik cząstkowy: 40
[Czas: 15:55:21.637]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897633] |	 Wynik cząstkowy: 30
[Czas: 15:55:21.638]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897633] |	 ZDAŁ A (-> B) |	 Wynik: 35.20 pkt
[Czas: 15:55:21.639]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897634] treść nr: 15
[Czas: 15:55:21.639]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897634] treść nr: 23
[Czas: 15:55:21.639]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897634] treść nr: 12
[Czas: 15:55:21.639]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897634] treść nr: 46
[Czas: 15:55:21.639]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897634] treść nr: 44
[Czas: 15:55:21.640]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897634] |	 Wynik cząstkowy: 59
[Czas: 15:55:21.640]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897634] |	 Wynik cząstkowy: 33
[Czas: 15:55:21.640]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897634] |	 Wynik cząstkowy: 59
[Czas: 15:55:21.640]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897634] |	 Wynik cząstkowy: 31
[Czas: 15:55:21.640]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897634] |	 Wynik cząstkowy: 29
[Czas: 15:55:21.641]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897634] |	 ZDAŁ A (-> B) |	 Wynik: 42.20 pkt
[Czas: 15:55:21.641]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897635] treść nr: 9
[Czas: 15:55:21.641]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897635] treść nr: 15
[Czas: 15:55:21.642]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897635] treść nr: 22
[Czas: 15:55:21.642]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897635] treść nr: 25
[Czas: 15:55:21.642]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897635] treść nr: 16
[Czas: 15:55:21.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897635] |	 Wynik cząstkowy: 23
[Czas: 15:55:21.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897635] |	 Wynik cząstkowy: 24
[Czas: 15:55:21.643]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897635] |	 Wynik cząstkowy: 73
[Czas: 15:55:21.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897635] |	 Wynik cząstkowy: 10
[Czas: 15:55:21.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897635] |	 Wynik cząstkowy: 48
[Czas: 15:55:21.643]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897635] |	 ZDAŁ A (-> B) |	 Wynik: 35.60 pkt
[Czas: 15:55:21.644]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897636] treść nr: 48
[Czas: 15:55:21.644]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897636] treść nr: 42
[Czas: 15:55:21.644]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897636] treść nr: 28
[Czas: 15:55:21.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897636] treść nr: 37
[Czas: 15:55:21.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897636] treść nr: 46
[Czas: 15:55:21.645]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897636] |	 Wynik cząstkowy: 41
[Czas: 15:55:21.645]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897636] |	 Wynik cząstkowy: 4
[Czas: 15:55:21.645]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897636] |	 Wynik cząstkowy: 48
[Czas: 15:55:21.645]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897636] |	 Wynik cząstkowy: 73
[Czas: 15:55:21.645]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897636] |	 Wynik cząstkowy: 42
[Czas: 15:55:21.647]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897636] |	 ZDAŁ A (-> B) |	 Wynik: 41.60 pkt
[Czas: 15:55:21.647]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897637] treść nr: 30
[Czas: 15:55:21.648]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897637] treść nr: 10
[Czas: 15:55:21.648]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897637] treść nr: 2
[Czas: 15:55:21.648]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897637] treść nr: 27
[Czas: 15:55:21.648]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897637] treść nr: 5
[Czas: 15:55:21.649]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897637] |	 Wynik cząstkowy: 26
[Czas: 15:55:21.649]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897637] |	 Wynik cząstkowy: 22
[Czas: 15:55:21.649]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897637] |	 Wynik cząstkowy: 19
[Czas: 15:55:21.649]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897637] |	 Wynik cząstkowy: 5
[Czas: 15:55:21.649]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897637] |	 Wynik cząstkowy: 68
[Czas: 15:55:21.650]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897637] |	 OBLAŁ A (Koniec) |	 Wynik: 28.00 pkt
[Czas: 15:55:21.651]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897638] treść nr: 32
[Czas: 15:55:21.651]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897638] treść nr: 24
[Czas: 15:55:21.651]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897638] treść nr: 18
[Czas: 15:55:21.651]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897638] treść nr: 9
[Czas: 15:55:21.651]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897638] treść nr: 39
[Czas: 15:55:21.652]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897638] |	 Wynik cząstkowy: 26
[Czas: 15:55:21.652]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897638] |	 Wynik cząstkowy: 40
[Czas: 15:55:21.652]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897638] |	 Wynik cząstkowy: 50
[Czas: 15:55:21.652]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897638] |	 Wynik cząstkowy: 16
[Czas: 15:55:21.652]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897638] |	 Wynik cząstkowy: 9
[Czas: 15:55:21.653]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897638] |	 OBLAŁ A (Koniec) |	 Wynik: 28.20 pkt
[Czas: 15:55:21.653]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897639] treść nr: 7
[Czas: 15:55:21.654]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897639] treść nr: 14
[Czas: 15:55:21.654]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897639] treść nr: 44
[Czas: 15:55:21.654]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897639] treść nr: 46
[Czas: 15:55:21.654]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897639] treść nr: 41
[Czas: 15:55:21.655]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897639] |	 Wynik cząstkowy: 25
[Czas: 15:55:21.655]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897639] |	 Wynik cząstkowy: 83
[Czas: 15:55:21.655]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897639] |	 Wynik cząstkowy: 6
[Czas: 15:55:21.655]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897639] |	 Wynik cząstkowy: 77
[Czas: 15:55:21.655]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897639] |	 Wynik cząstkowy: 10
[Czas: 15:55:21.656]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897639] |	 ZDAŁ A (-> B) |	 Wynik: 40.20 pkt
[Czas: 15:55:21.656]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897640] treść nr: 20
[Czas: 15:55:21.656]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897640] treść nr: 34
[Czas: 15:55:21.656]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897640] treść nr: 7
[Czas: 15:55:21.657]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897640] treść nr: 23
[Czas: 15:55:21.657]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897640] treść nr: 11
[Czas: 15:55:21.658]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897640] |	 Wynik cząstkowy: 20
[Czas: 15:55:21.658]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897640] |	 Wynik cząstkowy: 93
[Czas: 15:55:21.658]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897640] |	 Wynik cząstkowy: 1
[Czas: 15:55:21.658]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897640] |	 Wynik cząstkowy: 99
[Czas: 15:55:21.657]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897640] |	 Wynik cząstkowy: 88
[Czas: 15:55:21.658]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897640] |	 ZDAŁ A (-> B) |	 Wynik: 60.20 pkt
[Czas: 15:55:21.659]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897641] treść nr: 45
[Czas: 15:55:21.659]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897641] treść nr: 18
[Czas: 15:55:21.659]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897641] treść nr: 39
[Czas: 15:55:21.660]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897641] treść nr: 14
[Czas: 15:55:21.660]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897641] treść nr: 28
[Czas: 15:55:21.661]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897641] |	 Wynik cząstkowy: 66
[Czas: 15:55:21.661]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897641] |	 Wynik cząstkowy: 63
[Czas: 15:55:21.661]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897641] |	 Wynik cząstkowy: 19
[Czas: 15:55:21.661]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897641] |	 Wynik cząstkowy: 41
[Czas: 15:55:21.661]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897641] |	 Wynik cząstkowy: 69
[Czas: 15:55:21.661]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897641] |	 ZDAŁ A (-> B) |	 Wynik: 51.60 pkt
[Czas: 15:55:21.662]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897642] treść nr: 25
[Czas: 15:55:21.662]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897642] treść nr: 47
