[Czas: 17:14:23.491]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 17:14:24.728]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022709] treść nr: 45
[Czas: 17:14:24.849]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022729] |	 Wynik cząstkowy: 94
[Czas: 17:14:24.849]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022729] |	 Wynik cząstkowy: 55
[Czas: 17:14:24.849]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022729] |	 ZDAŁ A (-> B) |	 Wynik: 62.20 pkt
[Czas: 17:14:24.849]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022730] treść nr: 2
[Czas: 17:14:24.849]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022730] treść nr: 38
[Czas: 17:14:24.849]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022730] treść nr: 50
[Czas: 17:14:24.849]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022730] treść nr: 45
[Czas: 17:14:24.849]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022730] treść nr: 3
[Czas: 17:14:24.914]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022730] |	 Wynik cząstkowy: 54
[Czas: 17:14:24.914]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022730] |	 Wynik cząstkowy: 81
[Czas: 17:14:24.914]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022730] |	 Wynik cząstkowy: 29
[Czas: 17:14:24.914]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022730] |	 Wynik cząstkowy: 57
[Czas: 17:14:24.914]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022730] |	 Wynik cząstkowy: 32
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022730] |	 ZDAŁ A (-> B) |	 Wynik: 50.60 pkt
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022731] treść nr: 26
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022731] treść nr: 20
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022731] treść nr: 23
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022731] treść nr: 46
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022731] treść nr: 33
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022731] |	 Wynik cząstkowy: 79
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022731] |	 Wynik cząstkowy: 11
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022731] |	 Wynik cząstkowy: 90
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022731] |	 Wynik cząstkowy: 47
[Czas: 17:14:24.915]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022731] |	 Wynik cząstkowy: 0
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022731] |	 ZDAŁ A (-> B) |	 Wynik: 45.40 pkt
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022732] treść nr: 18
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022732] treść nr: 29
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022732] treść nr: 27
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022732] treść nr: 15
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022732] treść nr: 40
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022732] |	 Wynik cząstkowy: 94
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022732] |	 Wynik cząstkowy: 87
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022732] |	 Wynik cząstkowy: 33
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022732] |	 Wynik cząstkowy: 25
[Czas: 17:14:24.916]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022732] |	 Wynik cząstkowy: 49
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022732] |	 ZDAŁ A (-> B) |	 Wynik: 57.60 pkt
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022733] treść nr: 33
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022733] treść nr: 40
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022733] treść nr: 4
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022733] treść nr: 34
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022733] treść nr: 6
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022733] |	 Wynik cząstkowy: 63
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022733] |	 Wynik cząstkowy: 12
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022733] |	 Wynik cząstkowy: 100
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022733] |	 Wynik cząstkowy: 93
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022733] |	 Wynik cząstkowy: 28
[Czas: 17:14:24.917]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022733] |	 ZDAŁ A (-> B) |	 Wynik: 59.20 pkt
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022734] treść nr: 6
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022734] treść nr: 44
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022734] treść nr: 35
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022734] treść nr: 1
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022734] treść nr: 27
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022734] |	 Wynik cząstkowy: 52
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022734] |	 Wynik cząstkowy: 24
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022734] |	 Wynik cząstkowy: 65
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022734] |	 Wynik cząstkowy: 24
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022734] |	 Wynik cząstkowy: 13
[Czas: 17:14:24.918]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022734] |	 ZDAŁ A (-> B) |	 Wynik: 35.60 pkt
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022735] treść nr: 49
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022735] treść nr: 14
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022735] treść nr: 29
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022735] treść nr: 6
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022735] treść nr: 13
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022735] |	 Wynik cząstkowy: 21
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022735] |	 Wynik cząstkowy: 4
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022735] |	 Wynik cząstkowy: 82
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022735] |	 Wynik cząstkowy: 34
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022735] |	 Wynik cząstkowy: 94
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022735] |	 ZDAŁ A (-> B) |	 Wynik: 47.00 pkt
[Czas: 17:14:24.919]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022736] treść nr: 40
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022736] treść nr: 33
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022736] treść nr: 8
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022736] treść nr: 25
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022736] treść nr: 38
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022736] |	 Wynik cząstkowy: 49
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022736] |	 Wynik cząstkowy: 82
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022736] |	 Wynik cząstkowy: 25
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022736] |	 Wynik cząstkowy: 84
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022736] |	 Wynik cząstkowy: 77
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022736] |	 ZDAŁ A (-> B) |	 Wynik: 63.40 pkt
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022737] treść nr: 23
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022737] treść nr: 21
[Czas: 17:14:24.920]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022737] treść nr: 40
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022737] treść nr: 25
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022737] treść nr: 49
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022737] |	 Wynik cząstkowy: 76
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022737] |	 Wynik cząstkowy: 6
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022737] |	 Wynik cząstkowy: 4
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022737] |	 Wynik cząstkowy: 58
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022737] |	 Wynik cząstkowy: 14
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022737] |	 ZDAŁ A (-> B) |	 Wynik: 31.60 pkt
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022738] treść nr: 29
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022738] treść nr: 46
[Czas: 17:14:24.921]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022738] treść nr: 17
[Czas: 17:14:24.922]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022738] treść nr: 44
[Czas: 17:14:24.922]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022738] treść nr: 3
[Czas: 17:14:24.922]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022738] |	 Wynik cząstkowy: 26
[Czas: 17:14:24.922]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022738] |	 Wynik cząstkowy: 42
[Czas: 17:14:24.922]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022738] |	 Wynik cząstkowy: 33
[Czas: 17:14:24.922]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022738] |	 Wynik cząstkowy: 77
[Czas: 17:14:24.922]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022738] |	 Wynik cząstkowy: 90
[Czas: 17:14:24.922]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022738] |	 ZDAŁ A (-> B) |	 Wynik: 53.60 pkt
[Czas: 17:14:24.922]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022739] treść nr: 12
[Czas: 17:14:24.923]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022739] treść nr: 22
[Czas: 17:14:24.923]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022739] treść nr: 32
[Czas: 17:14:24.923]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022739] treść nr: 19
[Czas: 17:14:24.923]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022739] treść nr: 49
[Czas: 17:14:24.923]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022739] |	 Wynik cząstkowy: 8
[Czas: 17:14:24.923]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022739] |	 Wynik cząstkowy: 88
[Czas: 17:14:24.923]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022739] |	 Wynik cząstkowy: 56
[Czas: 17:14:24.923]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022739] |	 Wynik cząstkowy: 95
[Czas: 17:14:24.923]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022739] |	 Wynik cząstkowy: 11
[Czas: 17:14:24.923]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022739] |	 ZDAŁ A (-> B) |	 Wynik: 51.60 pkt
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022740] treść nr: 50
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022740] treść nr: 10
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022740] treść nr: 23
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022740] treść nr: 40
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022740] treść nr: 35
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022740] |	 Wynik cząstkowy: 9
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022740] |	 Wynik cząstkowy: 44
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022740] |	 Wynik cząstkowy: 47
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022740] |	 Wynik cząstkowy: 17
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022740] |	 Wynik cząstkowy: 68
[Czas: 17:14:24.924]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022740] |	 ZDAŁ A (-> B) |	 Wynik: 37.00 pkt
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022741] treść nr: 9
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022741] treść nr: 31
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022741] treść nr: 19
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022741] treść nr: 25
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022741] treść nr: 24
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1022741] |	 Wynik cząstkowy: 48
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1022741] |	 Wynik cząstkowy: 32
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1022741] |	 Wynik cząstkowy: 40
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1022741] |	 Wynik cząstkowy: 56
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1022741] |	 Wynik cząstkowy: 100
[Czas: 17:14:24.925]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1022741] |	 ZDAŁ A (-> B) |	 Wynik: 55.20 pkt
[Czas: 17:14:24.926]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022742] treść nr: 48
[Czas: 17:14:24.926]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1022742] treść nr: 23
[Czas: 17:14:24.926]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1022742] treść nr: 14
[Czas: 17:14:24.926]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1022742] treść nr: 29
[Czas: 17:14:24.926]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1022742] treść nr: 43
