[Czas: 15:56:41.370]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:56:44.472]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 908996] treść nr: 29
[Czas: 15:56:44.840]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909017] treść nr: 18
[Czas: 15:56:44.840]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909017] treść nr: 2
[Czas: 15:56:44.840]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909017] treść nr: 42
[Czas: 15:56:44.840]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909017] treść nr: 26
[Czas: 15:56:44.841]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909017] |	 Wynik cząstkowy: 97
[Czas: 15:56:44.841]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909017] |	 Wynik cząstkowy: 5
[Czas: 15:56:44.841]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909017] |	 Wynik cząstkowy: 77
[Czas: 15:56:44.841]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909017] |	 Wynik cząstkowy: 57
[Czas: 15:56:44.841]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909017] |	 Wynik cząstkowy: 61
[Czas: 15:56:44.842]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909017] |	 ZDAŁ A (-> B) |	 Wynik: 59.40 pkt
[Czas: 15:56:44.843]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909018] treść nr: 29
[Czas: 15:56:44.843]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909018] treść nr: 25
[Czas: 15:56:44.843]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909018] treść nr: 16
[Czas: 15:56:44.843]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909018] treść nr: 13
[Czas: 15:56:44.843]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909018] treść nr: 19
[Czas: 15:56:44.844]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909018] |	 Wynik cząstkowy: 10
[Czas: 15:56:44.844]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909018] |	 Wynik cząstkowy: 33
[Czas: 15:56:44.844]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909018] |	 Wynik cząstkowy: 84
[Czas: 15:56:44.844]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909018] |	 Wynik cząstkowy: 85
[Czas: 15:56:44.844]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909018] |	 Wynik cząstkowy: 67
[Czas: 15:56:44.844]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909018] |	 ZDAŁ A (-> B) |	 Wynik: 55.80 pkt
[Czas: 15:56:44.845]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909019] treść nr: 41
[Czas: 15:56:44.845]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909019] treść nr: 3
[Czas: 15:56:44.845]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909019] treść nr: 40
[Czas: 15:56:44.845]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909019] treść nr: 6
[Czas: 15:56:44.845]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909019] treść nr: 29
[Czas: 15:56:44.846]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909019] |	 Wynik cząstkowy: 15
[Czas: 15:56:44.846]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909019] |	 Wynik cząstkowy: 17
[Czas: 15:56:44.846]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909019] |	 Wynik cząstkowy: 86
[Czas: 15:56:44.846]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909019] |	 Wynik cząstkowy: 46
[Czas: 15:56:44.846]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909019] |	 Wynik cząstkowy: 46
[Czas: 15:56:44.847]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909019] |	 ZDAŁ A (-> B) |	 Wynik: 42.00 pkt
[Czas: 15:56:44.847]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909020] treść nr: 19
[Czas: 15:56:44.847]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909020] treść nr: 35
[Czas: 15:56:44.848]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909020] treść nr: 14
[Czas: 15:56:44.848]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909020] treść nr: 10
[Czas: 15:56:44.848]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909020] treść nr: 13
[Czas: 15:56:44.849]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909020] |	 Wynik cząstkowy: 80
[Czas: 15:56:44.849]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909020] |	 Wynik cząstkowy: 48
[Czas: 15:56:44.849]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909020] |	 Wynik cząstkowy: 8
[Czas: 15:56:44.849]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909020] |	 Wynik cząstkowy: 52
[Czas: 15:56:44.849]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909020] |	 Wynik cząstkowy: 77
[Czas: 15:56:44.850]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909020] |	 ZDAŁ A (-> B) |	 Wynik: 53.00 pkt
[Czas: 15:56:44.850]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909021] treść nr: 25
[Czas: 15:56:44.850]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909021] treść nr: 47
[Czas: 15:56:44.850]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909021] treść nr: 34
[Czas: 15:56:44.850]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909021] treść nr: 39
[Czas: 15:56:44.851]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909021] treść nr: 16
[Czas: 15:56:44.851]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909021] |	 Wynik cząstkowy: 64
[Czas: 15:56:44.851]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909021] |	 Wynik cząstkowy: 98
[Czas: 15:56:44.851]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909021] |	 Wynik cząstkowy: 1
[Czas: 15:56:44.851]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909021] |	 Wynik cząstkowy: 76
[Czas: 15:56:44.851]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909021] |	 Wynik cząstkowy: 26
[Czas: 15:56:44.852]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909021] |	 ZDAŁ A (-> B) |	 Wynik: 53.00 pkt
[Czas: 15:56:44.852]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909022] treść nr: 40
[Czas: 15:56:44.852]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909022] treść nr: 25
[Czas: 15:56:44.853]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909022] treść nr: 22
[Czas: 15:56:44.853]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909022] treść nr: 45
[Czas: 15:56:44.853]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909022] treść nr: 30
[Czas: 15:56:44.853]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909022] |	 Wynik cząstkowy: 20
[Czas: 15:56:44.853]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909022] |	 Wynik cząstkowy: 64
[Czas: 15:56:44.853]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909022] |	 Wynik cząstkowy: 1
[Czas: 15:56:44.854]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909022] |	 Wynik cząstkowy: 5
[Czas: 15:56:44.853]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909022] |	 Wynik cząstkowy: 19
[Czas: 15:56:44.854]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909022] |	 OBLAŁ A (Koniec) |	 Wynik: 21.80 pkt
[Czas: 15:56:44.855]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909023] treść nr: 21
[Czas: 15:56:44.855]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909023] treść nr: 45
[Czas: 15:56:44.855]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909023] treść nr: 16
[Czas: 15:56:44.855]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909023] treść nr: 36
[Czas: 15:56:44.855]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909023] treść nr: 4
[Czas: 15:56:44.856]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909023] |	 Wynik cząstkowy: 68
[Czas: 15:56:44.856]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909023] |	 Wynik cząstkowy: 51
[Czas: 15:56:44.856]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909023] |	 Wynik cząstkowy: 50
[Czas: 15:56:44.856]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909023] |	 Wynik cząstkowy: 42
[Czas: 15:56:44.856]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909023] |	 Wynik cząstkowy: 27
[Czas: 15:56:44.856]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909023] |	 ZDAŁ A (-> B) |	 Wynik: 47.60 pkt
[Czas: 15:56:44.857]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909024] treść nr: 37
[Czas: 15:56:44.857]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909024] treść nr: 2
[Czas: 15:56:44.857]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909024] treść nr: 20
[Czas: 15:56:44.857]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909024] treść nr: 40
[Czas: 15:56:44.858]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909024] treść nr: 4
[Czas: 15:56:44.858]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909024] |	 Wynik cząstkowy: 0
[Czas: 15:56:44.858]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909024] |	 Wynik cząstkowy: 14
[Czas: 15:56:44.858]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909024] |	 Wynik cząstkowy: 40
[Czas: 15:56:44.858]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909024] |	 Wynik cząstkowy: 35
[Czas: 15:56:44.858]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909024] |	 Wynik cząstkowy: 98
[Czas: 15:56:44.859]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909024] |	 ZDAŁ A (-> B) |	 Wynik: 37.40 pkt
[Czas: 15:56:44.859]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909025] treść nr: 42
[Czas: 15:56:44.860]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909025] treść nr: 10
[Czas: 15:56:44.860]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909025] treść nr: 16
[Czas: 15:56:44.860]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909025] treść nr: 38
[Czas: 15:56:44.860]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909025] treść nr: 39
[Czas: 15:56:44.861]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909025] |	 Wynik cząstkowy: 56
[Czas: 15:56:44.861]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909025] |	 Wynik cząstkowy: 34
[Czas: 15:56:44.861]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909025] |	 Wynik cząstkowy: 5
[Czas: 15:56:44.861]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909025] |	 Wynik cząstkowy: 57
[Czas: 15:56:44.861]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909025] |	 Wynik cząstkowy: 21
[Czas: 15:56:44.862]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909025] |	 ZDAŁ A (-> B) |	 Wynik: 34.60 pkt
[Czas: 15:56:44.862]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909026] treść nr: 22
[Czas: 15:56:44.863]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909026] treść nr: 41
[Czas: 15:56:44.863]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909026] treść nr: 48
[Czas: 15:56:44.863]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909026] treść nr: 8
[Czas: 15:56:44.863]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909026] treść nr: 45
[Czas: 15:56:44.864]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909026] |	 Wynik cząstkowy: 27
[Czas: 15:56:44.864]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909026] |	 Wynik cząstkowy: 54
[Czas: 15:56:44.864]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909026] |	 Wynik cząstkowy: 20
[Czas: 15:56:44.864]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909026] |	 Wynik cząstkowy: 16
[Czas: 15:56:44.864]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909026] |	 Wynik cząstkowy: 88
[Czas: 15:56:44.864]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909026] |	 ZDAŁ A (-> B) |	 Wynik: 41.00 pkt
[Czas: 15:56:44.865]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909027] treść nr: 4
[Czas: 15:56:44.865]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909027] treść nr: 9
[Czas: 15:56:44.865]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909027] treść nr: 25
[Czas: 15:56:44.865]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909027] treść nr: 50
[Czas: 15:56:44.866]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909027] treść nr: 8
[Czas: 15:56:44.866]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909027] |	 Wynik cząstkowy: 35
[Czas: 15:56:44.866]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909027] |	 Wynik cząstkowy: 71
[Czas: 15:56:44.866]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909027] |	 Wynik cząstkowy: 38
[Czas: 15:56:44.866]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909027] |	 Wynik cząstkowy: 77
[Czas: 15:56:44.866]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909027] |	 Wynik cząstkowy: 99
[Czas: 15:56:44.867]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909027] |	 ZDAŁ A (-> B) |	 Wynik: 64.00 pkt
[Czas: 15:56:44.867]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909028] treść nr: 3
[Czas: 15:56:44.867]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909028] treść nr: 32
[Czas: 15:56:44.868]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909028] treść nr: 21
[Czas: 15:56:44.868]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909028] treść nr: 40
[Czas: 15:56:44.868]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909028] treść nr: 22
[Czas: 15:56:44.869]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909028] |	 Wynik cząstkowy: 69
[Czas: 15:56:44.869]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909028] |	 Wynik cząstkowy: 83
[Czas: 15:56:44.869]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909028] |	 Wynik cząstkowy: 64
[Czas: 15:56:44.869]	[Czas: 15:56:44.869]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909028] |	 Wynik cząstkowy: 93
[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909028] |	 Wynik cząstkowy: 93
[Czas: 15:56:44.870]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909028] |	 ZDAŁ A (-> B) |	 Wynik: 80.40 pkt
[Czas: 15:56:44.870]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909029] treść nr: 45
[Czas: 15:56:44.871]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909029] treść nr: 28
[Czas: 15:56:44.871]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909029] treść nr: 21
[Czas: 15:56:44.871]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909029] treść nr: 4
[Czas: 15:56:44.871]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909029] treść nr: 22
[Czas: 15:56:44.872]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909029] |	 Wynik cząstkowy: 97
[Czas: 15:56:44.872]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909029] |	 Wynik cząstkowy: 53
[Czas: 15:56:44.872]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909029] |	 Wynik cząstkowy: 75
[Czas: 15:56:44.872]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909029] |	 Wynik cząstkowy: 67
[Czas: 15:56:44.872]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909029] |	 Wynik cząstkowy: 62
[Czas: 15:56:44.872]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909029] |	 ZDAŁ A (-> B) |	 Wynik: 70.80 pkt
[Czas: 15:56:44.873]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909030] treść nr: 42
[Czas: 15:56:44.873]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909030] treść nr: 12
[Czas: 15:56:44.873]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909030] treść nr: 3
