[Czas: 15:27:16.177]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 15:27:22.489]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767349] treść nr: 37
[Czas: 15:27:22.717]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767380] treść nr: 26
[Czas: 15:27:22.717]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767380] treść nr: 12
[Czas: 15:27:22.717]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767380] treść nr: 36
[Czas: 15:27:22.717]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767380] |	 Wynik cząstkowy: 56
[Czas: 15:27:22.717]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767380] |	 Wynik cząstkowy: 91
[Czas: 15:27:22.717]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767380] |	 Wynik cząstkowy: 71
[Czas: 15:27:22.718]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767380] |	 ZDAŁ B |	 Wynik: 72.67 pkt
[Czas: 15:27:22.719]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767381] treść nr: 31
[Czas: 15:27:22.719]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767381] treść nr: 50
[Czas: 15:27:22.719]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767381] treść nr: 5
[Czas: 15:27:22.720]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767381] |	 Wynik cząstkowy: 2
[Czas: 15:27:22.720]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767381] |	 Wynik cząstkowy: 87
[Czas: 15:27:22.720]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767381] |	 Wynik cząstkowy: 1
[Czas: 15:27:22.720]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767381] |	 ZDAŁ B |	 Wynik: 30.00 pkt
[Czas: 15:27:22.721]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767382] treść nr: 25
[Czas: 15:27:22.722]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767382] treść nr: 46
[Czas: 15:27:22.722]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767382] treść nr: 17
[Czas: 15:27:22.722]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767382] |	 Wynik cząstkowy: 81
[Czas: 15:27:22.722]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767382] |	 Wynik cząstkowy: 29
[Czas: 15:27:22.722]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767382] |	 Wynik cząstkowy: 100
[Czas: 15:27:22.723]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767382] |	 ZDAŁ B |	 Wynik: 70.00 pkt
[Czas: 15:27:22.723]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767383] treść nr: 3
[Czas: 15:27:22.723]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767383] treść nr: 50
[Czas: 15:27:22.724]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767383] treść nr: 47
[Czas: 15:27:22.724]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767383] |	 Wynik cząstkowy: 71
[Czas: 15:27:22.724]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767383] |	 Wynik cząstkowy: 54
[Czas: 15:27:22.724]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767383] |	 Wynik cząstkowy: 48
[Czas: 15:27:22.725]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767383] |	 ZDAŁ B |	 Wynik: 57.67 pkt
[Czas: 15:27:22.726]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767384] treść nr: 44
[Czas: 15:27:22.726]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767384] treść nr: 35
[Czas: 15:27:22.726]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767384] treść nr: 38
[Czas: 15:27:22.726]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767384] |	 Wynik cząstkowy: 16
[Czas: 15:27:22.726]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767384] |	 Wynik cząstkowy: 79
[Czas: 15:27:22.726]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767384] |	 Wynik cząstkowy: 0
[Czas: 15:27:22.727]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767384] |	 ZDAŁ B |	 Wynik: 31.67 pkt
[Czas: 15:27:22.728]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767385] treść nr: 29
[Czas: 15:27:22.728]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767385] treść nr: 8
[Czas: 15:27:22.728]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767385] treść nr: 46
[Czas: 15:27:22.729]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767385] |	 Wynik cząstkowy: 0
[Czas: 15:27:22.729]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767385] |	 Wynik cząstkowy: 16
[Czas: 15:27:22.729]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767385] |	 Wynik cząstkowy: 31
[Czas: 15:27:22.729]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767385] |	 OBLAŁ B |	 Wynik: 15.67 pkt
[Czas: 15:27:22.730]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767386] treść nr: 17
[Czas: 15:27:22.731]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767386] treść nr: 31
[Czas: 15:27:22.731]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767386] treść nr: 15
[Czas: 15:27:22.731]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767386] |	 Wynik cząstkowy: 40
[Czas: 15:27:22.731]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767386] |	 Wynik cząstkowy: 83
[Czas: 15:27:22.731]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767386] |	 Wynik cząstkowy: 33
[Czas: 15:27:22.732]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767386] |	 ZDAŁ B |	 Wynik: 52.00 pkt
[Czas: 15:27:22.733]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767387] treść nr: 36
[Czas: 15:27:22.733]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767387] treść nr: 8
[Czas: 15:27:22.733]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767387] treść nr: 44
[Czas: 15:27:22.734]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767387] |	 Wynik cząstkowy: 51
[Czas: 15:27:22.734]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767387] |	 Wynik cząstkowy: 90
[Czas: 15:27:22.734]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767387] |	 Wynik cząstkowy: 49
[Czas: 15:27:22.734]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767387] |	 ZDAŁ B |	 Wynik: 63.33 pkt
[Czas: 15:27:22.737]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767388] treść nr: 9
[Czas: 15:27:22.737]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767388] treść nr: 41
[Czas: 15:27:22.737]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767388] treść nr: 27
[Czas: 15:27:22.738]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767388] |	 Wynik cząstkowy: 54
[Czas: 15:27:22.738]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767388] |	 Wynik cząstkowy: 38
[Czas: 15:27:22.738]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767388] |	 Wynik cząstkowy: 39
[Czas: 15:27:22.738]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767388] |	 ZDAŁ B |	 Wynik: 43.67 pkt
[Czas: 15:27:22.740]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767389] treść nr: 49
[Czas: 15:27:22.740]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767389] treść nr: 35
[Czas: 15:27:22.740]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767389] treść nr: 48
[Czas: 15:27:23.893]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767389] |	 Wynik cząstkowy: 0
[Czas: 15:27:23.893]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767389] |	 Wynik cząstkowy: 37
[Czas: 15:27:23.893]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767389] |	 Wynik cząstkowy: 94
[Czas: 15:27:23.893]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767389] |	 ZDAŁ B |	 Wynik: 43.67 pkt
[Czas: 15:27:23.895]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767390] treść nr: 22
[Czas: 15:27:23.895]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767390] treść nr: 18
[Czas: 15:27:23.895]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767390] treść nr: 37
[Czas: 15:27:23.896]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767390] |	 Wynik cząstkowy: 47
[Czas: 15:27:23.896]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767390] |	 Wynik cząstkowy: 26
[Czas: 15:27:23.896]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767390] |	 Wynik cząstkowy: 33
[Czas: 15:27:23.896]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767390] |	 ZDAŁ B |	 Wynik: 35.33 pkt
[Czas: 15:27:23.897]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767391] treść nr: 31
[Czas: 15:27:23.897]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767391] treść nr: 2
[Czas: 15:27:23.897]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767391] treść nr: 15
[Czas: 15:27:23.898]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767391] |	 Wynik cząstkowy: 43
[Czas: 15:27:23.898]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767391] |	 Wynik cząstkowy: 23
[Czas: 15:27:23.898]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767391] |	 Wynik cząstkowy: 97
[Czas: 15:27:23.898]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767391] |	 ZDAŁ B |	 Wynik: 54.33 pkt
[Czas: 15:27:23.900]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767392] treść nr: 44
[Czas: 15:27:23.900]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767392] treść nr: 10
[Czas: 15:27:23.900]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767392] treść nr: 7
[Czas: 15:27:23.901]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767392] |	 Wynik cząstkowy: 38
[Czas: 15:27:23.901]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767392] |	 Wynik cząstkowy: 42
[Czas: 15:27:23.901]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767392] |	 Wynik cząstkowy: 31
[Czas: 15:27:23.901]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767392] |	 ZDAŁ B |	 Wynik: 37.00 pkt
[Czas: 15:27:23.902]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767393] treść nr: 14
[Czas: 15:27:23.902]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767393] treść nr: 21
[Czas: 15:27:23.902]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767393] treść nr: 37
[Czas: 15:27:23.903]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767393] |	 Wynik cząstkowy: 59
[Czas: 15:27:23.903]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767393] |	 Wynik cząstkowy: 24
[Czas: 15:27:23.903]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767393] |	 Wynik cząstkowy: 73
[Czas: 15:27:23.903]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767393] |	 ZDAŁ B |	 Wynik: 52.00 pkt
[Czas: 15:27:23.905]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767395] treść nr: 4
[Czas: 15:27:23.905]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767395] treść nr: 25
[Czas: 15:27:23.905]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767395] treść nr: 12
[Czas: 15:27:23.906]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767395] |	 Wynik cząstkowy: 25
[Czas: 15:27:23.906]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767395] |	 Wynik cząstkowy: 0
[Czas: 15:27:23.906]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767395] |	 Wynik cząstkowy: 68
[Czas: 15:27:23.906]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767395] |	 ZDAŁ B |	 Wynik: 31.00 pkt
[Czas: 15:27:23.907]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767396] treść nr: 30
[Czas: 15:27:23.907]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767396] treść nr: 34
[Czas: 15:27:23.907]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767396] treść nr: 18
[Czas: 15:27:23.908]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767396] |	 Wynik cząstkowy: 27
[Czas: 15:27:23.908]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767396] |	 Wynik cząstkowy: 57
[Czas: 15:27:23.908]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767396] |	 Wynik cząstkowy: 49
[Czas: 15:27:23.908]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767396] |	 ZDAŁ B |	 Wynik: 44.33 pkt
[Czas: 15:27:23.910]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767397] treść nr: 2
[Czas: 15:27:23.910]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767397] treść nr: 32
[Czas: 15:27:23.910]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767397] treść nr: 3
[Czas: 15:27:23.910]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767397] |	 Wynik cząstkowy: 18
[Czas: 15:27:23.910]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767397] |	 Wynik cząstkowy: 35
[Czas: 15:27:23.910]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767397] |	 Wynik cząstkowy: 28
[Czas: 15:27:23.911]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767397] |	 OBLAŁ B |	 Wynik: 27.00 pkt
[Czas: 15:27:23.912]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767398] treść nr: 18
[Czas: 15:27:23.912]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767398] treść nr: 24
[Czas: 15:27:23.913]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767398] treść nr: 38
[Czas: 15:27:23.913]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767398] |	 Wynik cząstkowy: 100
[Czas: 15:27:23.913]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767398] |	 Wynik cząstkowy: 39
[Czas: 15:27:23.913]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767398] |	 Wynik cząstkowy: 76
[Czas: 15:27:23.914]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767398] |	 ZDAŁ B |	 Wynik: 71.67 pkt
[Czas: 15:27:23.917]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767400] treść nr: 23
[Czas: 15:27:23.917]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767400] treść nr: 28
[Czas: 15:27:23.918]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767400] treść nr: 10
[Czas: 15:27:23.918]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767400] |	 Wynik cząstkowy: 90
[Czas: 15:27:23.918]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767400] |	 Wynik cząstkowy: 98
[Czas: 15:27:23.918]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767400] |	 Wynik cząstkowy: 97
[Czas: 15:27:23.919]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767400] |	 ZDAŁ B |	 Wynik: 95.00 pkt
[Czas: 15:27:23.920]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767401] treść nr: 25
[Czas: 15:27:23.920]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767401] treść nr: 24
[Czas: 15:27:23.920]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767401] treść nr: 50
[Czas: 15:27:23.921]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767401] |	 Wynik cząstkowy: 67
[Czas: 15:27:23.921]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767401] |	 Wynik cząstkowy: 41
[Czas: 15:27:23.921]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767401] |	 Wynik cząstkowy: 26
[Czas: 15:27:23.921]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767401] |	 ZDAŁ B |	 Wynik: 44.67 pkt
[Czas: 15:27:23.922]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767402] treść nr: 9
[Czas: 15:27:23.922]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767402] treść nr: 21
[Czas: 15:27:23.923]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767402] treść nr: 19
[Czas: 15:27:23.923]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767402] |	 Wynik cząstkowy: 21
[Czas: 15:27:23.923]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767402] |	 Wynik cząstkowy: 19
[Czas: 15:27:23.923]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767402] |	 Wynik cząstkowy: 76
[Czas: 15:27:23.924]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767402] |	 ZDAŁ B |	 Wynik: 38.67 pkt
