[Czas: 17:37:40.692]	[Dziekan] [PID: 1030248] Rekrutacja otwarta. Generuję komisje i kandydatów 
[Czas: 17:37:51.567]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030471] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:51.567]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030472] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.567]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030473] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.567]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030474] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.567]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030475] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.567]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030476] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.567]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030477] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.567]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030478] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.568]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030479] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.568]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030480] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.568]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030481] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.568]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030482] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.568]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030483] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.568]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030484] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.568]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030485] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.568]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030486] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030487] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030488] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030489] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030490] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030491] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030492] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030493] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030494] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030495] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030496] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.569]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030497] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.570]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030498] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.570]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030499] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.570]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030500] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.570]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030501] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.576]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030502] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.581]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030503] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.582]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030504] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.582]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030505] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.582]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030506] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.582]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030507] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:51.582]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030508] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.582]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030509] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.582]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030510] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.583]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030511] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.583]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030512] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.583]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030513] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.583]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030514] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.600]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030515] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.603]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030516] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.603]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030517] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.603]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030518] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.603]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030519] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.603]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030520] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.604]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030521] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.604]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030522] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.607]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030523] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.614]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030524] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.619]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030525] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.620]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030526] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.620]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030527] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.622]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030528] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.627]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030529] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.630]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030530] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.630]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030531] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.630]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030532] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.630]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030533] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.631]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030534] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:51.631]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030535] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.631]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030536] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.631]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030537] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.631]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030538] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.631]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030539] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.631]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030540] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.632]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030541] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.632]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030542] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:51.633]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030543] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.633]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030544] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.633]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030545] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.634]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030546] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.654]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030547] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.671]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030548] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.674]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030549] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.675]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030550] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.675]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030551] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.675]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030552] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:51.675]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030553] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.677]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030554] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.686]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030555] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.689]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030556] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.694]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030557] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.908]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030558] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.935]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030559] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.935]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030560] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.935]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030561] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.935]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030562] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.936]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030563] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.936]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030564] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.936]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030565] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.936]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030566] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.936]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030567] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.936]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030568] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.940]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030569] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:51.942]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030570] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.004]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030571] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.011]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030572] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.011]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030573] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.011]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030574] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.011]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030575] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.012]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030576] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.012]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030577] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.012]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030578] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:52.012]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030579] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.012]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030580] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.012]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030581] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.012]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030582] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.012]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030583] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.012]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030584] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.012]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030585] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.013]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030586] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.013]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030587] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.013]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030588] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.013]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030589] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.013]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030590] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.013]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030591] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.013]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030592] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.013]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030593] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.014]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030594] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.014]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030595] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.014]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030596] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.014]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030597] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.014]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030598] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.014]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030599] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.015]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030600] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.015]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030601] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:52.015]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030602] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.015]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030603] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.015]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030604] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.016]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030605] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.061]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030606] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.288]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030607] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.318]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030608] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.318]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030609] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.318]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030610] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:52.319]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030611] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.320]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030612] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.324]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030613] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.324]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030614] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:52.324]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030615] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.324]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030616] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.324]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030617] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.324]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030618] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.324]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030619] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.324]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030620] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:52.325]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030621] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.325]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030622] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.325]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030623] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.325]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030624] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.325]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030625] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.325]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030626] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.325]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030627] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.325]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030629] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.325]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030630] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.326]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030631] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.326]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030633] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.326]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030634] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.326]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030636] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.326]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030638] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:52.326]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030639] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.326]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030641] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.326]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030643] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.327]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030645] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.327]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030646] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.327]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030647] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.327]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030648] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.327]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030649] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.327]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030650] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.327]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030651] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.327]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030652] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.327]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030653] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.341]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030654] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.348]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030655] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.361]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030656] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.372]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030657] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.375]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030658] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.377]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030659] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.377]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030660] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.377]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030661] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.394]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030662] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.395]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030663] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.395]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030664] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.396]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030665] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.396]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030666] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.396]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030667] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.396]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030668] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.398]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030669] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:52.398]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030670] skierowany do komisji A [PID: 1030249]
